tournament_id;date;archetype_id;group;set;number;card;copies_total;lists_with_card;lists_total;avg_count;inclusion_rate
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;trainer;ASC;196;Night Stretcher;9;4;4;2.25;1.0
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;trainer;MEG;125;Rare Candy;6;4;4;1.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;trainer;TWM;163;Secret Box;3;3;4;0.75;0.75
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;trainer;SVI;186;Pokégear 3.0;2;2;4;0.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;trainer;CRI;82;Special Red Card;4;4;4;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;trainer;ASC;181;Air Balloon;4;4;4;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;trainer;DRI;169;Spikemuth Gym;13;4;4;3.25;1.0
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;trainer;DRI;180;Team Rocket's Watchtower;1;1;4;0.25;0.25
6a9ee909a4272c53be649d1f;2026-09-08;grimmsnarl-froslass;energy;MEE;7;Darkness Energy;34;4;4;8.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;pokemon;DRI;127;Team Rocket's Murkrow;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;pokemon;ASC;127;Team Rocket's Honchkrow;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;pokemon;DRI;153;Team Rocket's Porygon;6;3;3;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;pokemon;DRI;154;Team Rocket's Porygon2;3;3;3;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;pokemon;DRI;51;Team Rocket's Articuno;6;3;3;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;DRI;174;Team Rocket's Giovanni;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;DRI;170;Team Rocket's Archer;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;DRI;171;Team Rocket's Ariana;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;DRI;176;Team Rocket's Petrel;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;DRI;177;Team Rocket's Proton;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;DRI;178;Team Rocket's Transceiver;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;PRE;127;Roto-Stick;11;3;3;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;POR;81;Poké Pad;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;ASC;196;Night Stretcher;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;MEG;131;Ultra Ball;2;2;3;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;SSP;183;Miracle Headset;3;3;3;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;DRI;173;Team Rocket's Factory;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;energy;DRI;182;Team Rocket's Energy;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;energy;WHT;86;Ignition Energy;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;PFL;83;Buneary;7;3;3;2.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;PFL;84;Mega Lopunny ex;7;3;3;2.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;JTG;120;Dunsparce;8;3;3;2.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;TEF;129;Dudunsparce;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;SCR;118;Fan Rotom;4;3;3;1.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;DRI;10;Shaymin;2;2;3;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;ASC;62;Stunfisk;2;2;3;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;PFL;14;Moltres;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;pokemon;ASC;39;Psyduck;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;WHT;84;Hilda;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;MEG;119;Lillie's Determination;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;MEG;132;Wally's Compassion;11;3;3;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;MEG;114;Boss's Orders;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;DRI;176;Team Rocket's Petrel;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;POR;81;Poké Pad;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;SVI;186;Pokégear 3.0;7;3;3;2.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;TEF;144;Buddy-Buddy Poffin;11;3;3;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;MEG;131;Ultra Ball;8;3;3;2.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;CRI;82;Special Red Card;2;2;3;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;ASC;196;Night Stretcher;3;3;3;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;ASC;181;Air Balloon;8;3;3;2.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;TEF;152;Hero's Cape;3;3;3;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;trainer;PFL;85;Battle Cage;7;3;3;2.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;energy;ASC;216;Prism Energy;4;1;3;1.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;lopunny-dudunsparce;energy;TEF;161;Mist Energy;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;SCR;57;Slowpoke;20;5;6;3.3333;0.8333
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;SCR;58;Slowking;19;6;6;3.1667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;MEG;104;Mega Kangaskhan ex;16;6;6;2.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;SSP;76;Latias ex;12;6;6;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;SFA;47;Kyurem;11;6;6;1.8333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;POR;62;Meowth ex;6;6;6;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;ASC;142;Fezandipiti ex;5;5;6;0.8333;0.8333
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;ASC;98;Spectrier;1;1;6;0.1667;0.1667
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;JTG;56;Lillie's Clefairy ex;5;5;6;0.8333;0.8333
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;SSP;100;Annihilape;4;4;6;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;DRI;78;Zeraora;2;2;6;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;pokemon;CRI;61;Metagross;8;6;6;1.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;MEG;119;Lillie's Determination;24;6;6;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;TEF;145;Ciphermaniac's Codebreaking;22;6;6;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;POR;81;Poké Pad;24;6;6;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;ASC;196;Night Stretcher;15;6;6;2.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;MEG;131;Ultra Ball;22;6;6;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;PFL;94;Wondrous Patch;18;6;6;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;MEG;130;Switch;7;4;6;1.1667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;TWM;163;Secret Box;3;3;6;0.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;DRI;168;Sacred Ash;2;2;6;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;trainer;SFA;54;Academy at Night;24;6;6;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;energy;MEE;5;Psychic Energy;23;6;6;3.8333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;energy;TWM;166;Boomerang Energy;11;5;6;1.8333;0.8333
6a9ee909a4272c53be649d1f;2026-09-08;slowking-scr;energy;POR;88;Telepathic Psychic Energy;23;6;6;3.8333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;ASC;181;Air Balloon;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;rockets-honchkrow;trainer;WHT;80;Brave Bangle;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;pokemon;PBL;66;Pikipek;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;pokemon;PBL;67;Trumbeak;4;2;2;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;pokemon;PBL;68;Toucannon;7;2;2;3.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;pokemon;JTG;120;Dunsparce;7;2;2;3.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;pokemon;TEF;129;Dudunsparce;6;2;2;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;pokemon;SCR;128;Terapagos ex;3;1;2;1.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;pokemon;CRI;70;Patrat;2;1;2;1.0;0.5
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;pokemon;SCR;118;Fan Rotom;4;2;2;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;MEG;119;Lillie's Determination;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;MEG;114;Boss's Orders;5;2;2;2.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;JTG;143;Black Belt's Training;2;1;2;1.0;0.5
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;TEF;144;Buddy-Buddy Poffin;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;MEG;125;Rare Candy;7;2;2;3.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;POR;81;Poké Pad;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;ASC;196;Night Stretcher;2;1;2;1.0;0.5
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;TEF;157;Prime Catcher;1;1;2;0.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;DRI;168;Sacred Ash;2;2;2;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;SSP;169;Counter Gain;1;1;2;0.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;WHT;80;Brave Bangle;2;2;2;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;trainer;SCR;131;Area Zero Underdepths;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;energy;JTG;159;Spiky Energy;7;2;2;3.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toucannon-pbl;energy;TEF;161;Mist Energy;6;2;2;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;PFL;67;Toxel;4;1;1;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;PFL;68;Toxtricity;4;1;1;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;TWM;95;Munkidori;3;1;1;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;DRI;10;Shaymin;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;PBL;59;Chi-Yu;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;SVP;149;Pecharunt;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;TWM;118;Brute Bonnet;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;SFA;39;Pecharunt ex;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;ASC;142;Fezandipiti ex;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;pokemon;MEG;86;Mega Absol ex;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;toxtricity-box;trainer;MEG;119;Lillie's Determination;4;1;1;4.0;1.0
