tournament_id;date;meta;archetype_id;group;set;number;card;copies_total;lists_with_card;lists_total;avg_count;inclusion_rate
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;MEG;114;Boss's Orders;5;2;2;2.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;SCR;133;Crispin;4;2;2;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;POR;76;Judge;1;1;2;0.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;SFA;64;Xerosic's Machinations;2;2;2;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;POR;84;Rosa's Encouragement;2;2;2;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;POR;81;Poké Pad;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;TEF;144;Buddy-Buddy Poffin;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;MEG;131;Ultra Ball;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;ASC;196;Night Stretcher;6;2;2;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;CRI;82;Special Red Card;2;2;2;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;TEF;152;Hero's Cape;2;2;2;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;trainer;MEG;127;Risky Ruins;4;2;2;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;energy;MEE;5;Psychic Energy;6;2;2;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;energy;MEE;2;Fire Energy;7;2;2;3.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dudunsparce;energy;MEE;7;Darkness Energy;4;2;2;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;TWM;128;Dreepy;32;8;8;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;TWM;129;Drakloak;32;8;8;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;TWM;130;Dragapult ex;23;8;8;2.875;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;PRE;35;Duskull;16;8;8;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;PRE;36;Dusclops;13;8;8;1.625;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;PRE;37;Dusknoir;10;8;8;1.25;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;ASC;16;Budew;13;8;8;1.625;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;DRI;10;Shaymin;1;1;8;0.125;0.125
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;pokemon;ASC;142;Fezandipiti ex;8;8;8;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;MEG;119;Lillie's Determination;30;8;8;3.75;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;MEG;114;Boss's Orders;22;8;8;2.75;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;SCR;133;Crispin;16;8;8;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;POR;84;Rosa's Encouragement;5;5;8;0.625;0.625
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;TEF;144;Buddy-Buddy Poffin;31;8;8;3.875;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;POR;81;Poké Pad;29;8;8;3.625;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;MEG;125;Rare Candy;12;5;8;1.5;0.625
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;MEG;131;Ultra Ball;26;8;8;3.25;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;ASC;196;Night Stretcher;21;8;8;2.625;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;CRI;82;Special Red Card;7;7;8;0.875;0.875
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;TWM;165;Unfair Stamp;5;5;8;0.625;0.625
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;DRI;180;Team Rocket's Watchtower;4;3;8;0.5;0.375
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;trainer;TWM;153;Jamming Tower;6;6;8;0.75;0.75
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;energy;MEE;2;Fire Energy;27;8;8;3.375;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;dragapult-dusknoir;energy;MEE;5;Psychic Energy;25;8;8;3.125;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;TWM;95;Munkidori;4;1;1;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;ASC;46;Snorunt;3;1;1;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;TWM;53;Froslass;3;1;1;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;ASC;47;Mega Froslass ex;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;MEG;88;Yveltal;2;1;1;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;JTG;120;Dunsparce;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;TEF;129;Dudunsparce;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;ASC;16;Budew;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;POR;53;Yveltal ex;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;pokemon;DRI;10;Shaymin;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;MEG;119;Lillie's Determination;4;1;1;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;MEG;114;Boss's Orders;3;1;1;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;SCR;133;Crispin;2;1;1;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;WHT;84;Hilda;2;1;1;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;TEF;144;Buddy-Buddy Poffin;4;1;1;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;POR;81;Poké Pad;4;1;1;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;POR;71;Crushing Hammer;3;1;1;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;POR;82;Pokémon Catcher;3;1;1;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;ASC;196;Night Stretcher;3;1;1;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;TWM;163;Secret Box;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;CRI;82;Special Red Card;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;ASC;181;Air Balloon;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;POR;77;Lumiose City;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;MEG;127;Risky Ruins;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;trainer;SSP;177;Gravity Mountain;1;1;1;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;energy;MEE;7;Darkness Energy;4;1;1;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;energy;MEE;3;Water Energy;2;1;1;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;froslass-munkidori;energy;ASC;216;Prism Energy;2;1;1;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;TWM;95;Munkidori;16;4;4;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;DRI;134;Marnie's Impidimp;13;4;4;3.25;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;DRI;135;Marnie's Morgrem;10;4;4;2.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;DRI;136;Marnie's Grimmsnarl ex;10;4;4;2.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;ASC;46;Snorunt;11;4;4;2.75;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;TWM;53;Froslass;11;4;4;2.75;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;ASC;16;Budew;6;4;4;1.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;MEG;88;Yveltal;4;4;4;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;pokemon;DRI;10;Shaymin;3;3;4;0.75;0.75
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;MEG;119;Lillie's Determination;16;4;4;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;DRI;176;Team Rocket's Petrel;10;4;4;2.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;PBL;78;Gwynn;5;3;4;1.25;0.75
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;MEG;114;Boss's Orders;11;4;4;2.75;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;POR;81;Poké Pad;16;4;4;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;TEF;144;Buddy-Buddy Poffin;10;4;4;2.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;ASC;196;Night Stretcher;9;4;4;2.25;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;MEG;125;Rare Candy;6;4;4;1.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;TWM;163;Secret Box;3;3;4;0.75;0.75
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;SVI;186;Pokégear 3.0;2;2;4;0.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;CRI;82;Special Red Card;4;4;4;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;ASC;181;Air Balloon;4;4;4;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;DRI;169;Spikemuth Gym;13;4;4;3.25;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;trainer;DRI;180;Team Rocket's Watchtower;1;1;4;0.25;0.25
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;grimmsnarl-froslass;energy;MEE;7;Darkness Energy;34;4;4;8.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;pokemon;DRI;127;Team Rocket's Murkrow;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;pokemon;ASC;127;Team Rocket's Honchkrow;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;pokemon;DRI;153;Team Rocket's Porygon;6;3;3;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;pokemon;DRI;154;Team Rocket's Porygon2;3;3;3;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;pokemon;DRI;51;Team Rocket's Articuno;6;3;3;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;DRI;174;Team Rocket's Giovanni;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;DRI;170;Team Rocket's Archer;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;DRI;171;Team Rocket's Ariana;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;DRI;176;Team Rocket's Petrel;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;DRI;177;Team Rocket's Proton;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;DRI;178;Team Rocket's Transceiver;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;PRE;127;Roto-Stick;11;3;3;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;POR;81;Poké Pad;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;ASC;196;Night Stretcher;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;MEG;131;Ultra Ball;2;2;3;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;SSP;183;Miracle Headset;3;3;3;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;DRI;173;Team Rocket's Factory;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;energy;DRI;182;Team Rocket's Energy;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;energy;WHT;86;Ignition Energy;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;PFL;83;Buneary;7;3;3;2.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;PFL;84;Mega Lopunny ex;7;3;3;2.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;JTG;120;Dunsparce;8;3;3;2.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;TEF;129;Dudunsparce;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;SCR;118;Fan Rotom;4;3;3;1.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;DRI;10;Shaymin;2;2;3;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;ASC;62;Stunfisk;2;2;3;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;PFL;14;Moltres;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;pokemon;ASC;39;Psyduck;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;WHT;84;Hilda;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;MEG;119;Lillie's Determination;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;MEG;132;Wally's Compassion;11;3;3;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;MEG;114;Boss's Orders;9;3;3;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;DRI;176;Team Rocket's Petrel;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;POR;81;Poké Pad;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;SVI;186;Pokégear 3.0;7;3;3;2.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;TEF;144;Buddy-Buddy Poffin;11;3;3;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;MEG;131;Ultra Ball;8;3;3;2.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;CRI;82;Special Red Card;2;2;3;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;ASC;196;Night Stretcher;3;3;3;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;ASC;181;Air Balloon;8;3;3;2.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;TEF;152;Hero's Cape;3;3;3;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;trainer;PFL;85;Battle Cage;7;3;3;2.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;energy;ASC;216;Prism Energy;4;1;3;1.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;lopunny-dudunsparce;energy;TEF;161;Mist Energy;12;3;3;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;SCR;57;Slowpoke;20;5;6;3.3333;0.8333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;SCR;58;Slowking;19;6;6;3.1667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;MEG;104;Mega Kangaskhan ex;16;6;6;2.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;SSP;76;Latias ex;12;6;6;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;SFA;47;Kyurem;11;6;6;1.8333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;POR;62;Meowth ex;6;6;6;1.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;ASC;142;Fezandipiti ex;5;5;6;0.8333;0.8333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;ASC;98;Spectrier;1;1;6;0.1667;0.1667
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;JTG;56;Lillie's Clefairy ex;5;5;6;0.8333;0.8333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;SSP;100;Annihilape;4;4;6;0.6667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;DRI;78;Zeraora;2;2;6;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;pokemon;CRI;61;Metagross;8;6;6;1.3333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;MEG;119;Lillie's Determination;24;6;6;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;TEF;145;Ciphermaniac's Codebreaking;22;6;6;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;POR;81;Poké Pad;24;6;6;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;ASC;196;Night Stretcher;15;6;6;2.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;MEG;131;Ultra Ball;22;6;6;3.6667;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;PFL;94;Wondrous Patch;18;6;6;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;MEG;130;Switch;7;4;6;1.1667;0.6667
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;TWM;163;Secret Box;3;3;6;0.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;DRI;168;Sacred Ash;2;2;6;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;trainer;SFA;54;Academy at Night;24;6;6;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;energy;MEE;5;Psychic Energy;23;6;6;3.8333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;energy;TWM;166;Boomerang Energy;11;5;6;1.8333;0.8333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;slowking-scr;energy;POR;88;Telepathic Psychic Energy;23;6;6;3.8333;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;ASC;181;Air Balloon;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;rockets-honchkrow;trainer;WHT;80;Brave Bangle;1;1;3;0.3333;0.3333
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;pokemon;PBL;66;Pikipek;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;pokemon;PBL;67;Trumbeak;4;2;2;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;pokemon;PBL;68;Toucannon;7;2;2;3.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;pokemon;JTG;120;Dunsparce;7;2;2;3.5;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;pokemon;TEF;129;Dudunsparce;6;2;2;3.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;pokemon;SCR;128;Terapagos ex;3;1;2;1.5;0.5
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;pokemon;CRI;70;Patrat;2;1;2;1.0;0.5
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;pokemon;SCR;118;Fan Rotom;4;2;2;2.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;trainer;MEG;119;Lillie's Determination;8;2;2;4.0;1.0
6a9ee909a4272c53be649d1f;2026-09-08;TEF-PBL;toucannon-pbl;trainer;MEG;114;Boss's Orders;5;2;2;2.5;1.0
